Timestamp,Flow_Rate_LPM,Avg_Pressure_PSI,Occupancy_Status
2026-06-01 00:00,14.6,50.5,After_Hours
2026-06-01 01:00,14.4,50.7,After_Hours
2026-06-01 02:00,14.3,50.6,After_Hours
2026-06-01 03:00,14.2,50.4,After_Hours
2026-06-01 04:00,14.1,50.3,After_Hours
2026-06-01 05:00,14.5,50.2,After_Hours
2026-06-01 06:00,14.8,50.1,After_Hours
2026-06-01 07:00,15.0,49.9,Class_Hours
2026-06-01 08:00,15.2,49.8,Class_Hours
2026-06-01 09:00,15.4,49.7,Class_Hours
2026-06-01 10:00,15.5,49.6,Class_Hours
2026-06-01 11:00,15.6,49.5,Class_Hours
2026-06-01 12:00,15.7,49.8,Class_Hours
2026-06-01 13:00,32.4,38.6,Class_Hours
2026-06-01 14:00,33.8,38.1,Class_Hours
2026-06-01 15:00,15.5,49.4,Class_Hours
2026-06-01 16:00,15.2,49.7,Class_Hours
2026-06-01 17:00,15.0,49.9,Class_Hours
2026-06-01 18:00,14.9,50.1,After_Hours
2026-06-01 19:00,14.7,50.3,After_Hours
2026-06-01 20:00,14.5,50.2,After_Hours
2026-06-01 21:00,14.4,50.4,After_Hours
2026-06-01 22:00,14.3,50.5,After_Hours
2026-06-01 23:00,14.2,50.6,After_Hours
